name,index,row,column,x,y,width,height
Heliodor Amulet of Defense,1016,138,5,320,8832,64,64
Heliodor Amulet of Experience,1017,138,6,384,8832,64,64
Heliodor Amulet of Gathering,1018,138,7,448,8832,64,64
Void Crystal Ring of Attack,1019,139,0,0,8896,64,64
Void Crystal Ring of Defense,1020,139,1,64,8896,64,64
Void Crystal Ring of Experience,1021,139,2,128,8896,64,64
Void Crystal Ring of Gathering,1022,139,3,192,8896,64,64
Void Crystal Amulet of Attack,1023,139,4,256,8896,64,64
Void Crystal Amulet of Defense,1024,139,5,320,8896,64,64
Void Crystal Amulet of Experience,1025,139,6,384,8896,64,64
Void Crystal Amulet of Gathering,1026,139,7,448,8896,64,64
Abyssal Pearl Ring of Attack,1027,140,0,0,8960,64,64
Abyssal Pearl Ring of Defense,1028,140,1,64,8960,64,64
Abyssal Pearl Ring of Experience,1029,140,2,128,8960,64,64
Abyssal Pearl Ring of Gathering,1030,140,3,192,8960,64,64
Abyssal Pearl Amulet of Attack,1031,140,4,256,8960,64,64
Abyssal Pearl Amulet of Defense,1032,140,5,320,8960,64,64
Abyssal Pearl Amulet of Experience,1033,140,6,384,8960,64,64
Abyssal Pearl Amulet of Gathering,1034,140,7,448,8960,64,64
Pyrope Ring of Attack,1035,141,0,0,9024,64,64
Pyrope Ring of Defense,1036,141,1,64,9024,64,64
Pyrope Ring of Experience,1037,141,2,128,9024,64,64
Pyrope Ring of Gathering,1038,141,3,192,9024,64,64
Pyrope Amulet of Attack,1039,141,4,256,9024,64,64
Pyrope Amulet of Defense,1040,141,5,320,9024,64,64
Pyrope Amulet of Experience,1041,141,6,384,9024,64,64
Pyrope Amulet of Gathering,1042,141,7,448,9024,64,64
Glacial Diamond Ring of Attack,1043,142,0,0,9088,64,64
Glacial Diamond Ring of Defense,1044,142,1,64,9088,64,64
Glacial Diamond Ring of Experience,1045,142,2,128,9088,64,64
Glacial Diamond Ring of Gathering,1046,142,3,192,9088,64,64
Glacial Diamond Amulet of Attack,1047,142,4,256,9088,64,64
Glacial Diamond Amulet of Defense,1048,142,5,320,9088,64,64
Glacial Diamond Amulet of Experience,1049,142,6,384,9088,64,64
Glacial Diamond Amulet of Gathering,1050,142,7,448,9088,64,64
Primordial Gem Ring of Attack,1051,143,0,0,9152,64,64
Primordial Gem Ring of Defense,1052,143,1,64,9152,64,64
Primordial Gem Ring of Experience,1053,143,2,128,9152,64,64
Primordial Gem Ring of Gathering,1054,143,3,192,9152,64,64
Primordial Gem Amulet of Attack,1055,143,4,256,9152,64,64
Primordial Gem Amulet of Defense,1056,143,5,320,9152,64,64
Primordial Gem Amulet of Experience,1057,143,6,384,9152,64,64
Primordial Gem Amulet of Gathering,1058,143,7,448,9152,64,64
Forager's Totem,1059,144,0,0,9216,64,64
Scholar's Seal,1060,144,1,64,9216,64,64
Gilded Sigil,1061,144,2,128,9216,64,64
Hunter's Eye,1062,144,3,192,9216,64,64
Arcane Effigy,1063,144,4,256,9216,64,64
Dreadguard's Vambrace,1064,144,5,320,9216,64,64
Nethergate Hauberk,1065,144,6,384,9216,64,64
Warden's Faceplate,1066,144,7,448,9216,64,64
Chasm Treads,1067,144,8,512,9216,64,64
Dreadguard Signet,1068,144,9,576,9216,64,64
Tempest's Aegis,1069,145,0,0,9280,64,64
Shardweave Leggings,1070,145,1,64,9280,64,64
Stormcaller's Mantle,1071,145,2,128,9280,64,64
Glass Striker,1072,145,3,192,9280,64,64
Eye of the Tempest,1073,145,4,256,9280,64,64
Fallen Crown,1074,145,5,320,9280,64,64
Overlord's Pauldrons,1075,145,6,384,9280,64,64
Citadel Greaves,1076,145,7,448,9280,64,64
Kingsfall Choker,1077,145,8,512,9280,64,64
Sovereign's Mark,1078,145,9,576,9280,64,64
Timeworn Bracers,1079,146,0,0,9344,64,64
Verge Walker's Treads,1080,146,1,64,9344,64,64
Ancient's Vestment,1081,146,2,128,9344,64,64
Eternal Edge,1082,146,3,192,9344,64,64
Ancient Circlet,1083,146,4,256,9344,64,64
Astral Cowl,1084,146,5,320,9344,64,64
Crucible Plate,1085,146,6,384,9344,64,64
Starweave Gauntlets,1086,146,7,448,9344,64,64
Prism Band,1087,146,8,512,9344,64,64
Astral Waystone,1088,146,9,576,9344,64,64
Cindersteel Warblade,1089,147,0,0,9408,64,64
Warlord's Bulwark,1090,147,1,64,9408,64,64
Cinderthrone Striders,1091,147,2,128,9408,64,64
Ashforge Gauntlets,1092,147,3,192,9408,64,64
Throne-Ash Signet,1093,147,4,256,9408,64,64
Frostveil Spire,1094,147,5,320,9408,64,64
Hoarfrost Mantle,1095,147,6,384,9408,64,64
Rimeguard Legplates,1096,147,7,448,9408,64,64
Ancient's Reagent Coil,1097,147,8,512,9408,64,64
Veilbound Torc,1098,147,9,576,9408,64,64
Stormforged Cleaver,1099,148,0,0,9472,64,64
Astral Aegis,1100,148,1,64,9472,64,64
Stormforged Visor,1101,148,2,128,9472,64,64
Runewright's Grips,1102,148,3,192,9472,64,64
Stormcore Pendant,1103,148,4,256,9472,64,64
Gravemaw Maul,1104,148,5,320,9472,64,64
Juggernaut's Casque,1105,148,6,384,9472,64,64
Juggernaut Hauberk,1106,148,7,448,9472,64,64
Juggernaut's Grip,1107,148,8,512,9472,64,64
Rivetplate Greaves,1108,148,9,576,9472,64,64
Gravewalk Sabatons,1109,149,0,0,9536,64,64
Gravitic Loop,1110,149,1,64,9536,64,64
Conqueror's Blade,1111,149,2,128,9536,64,64
Conqueror's Aegis,1112,149,3,192,9536,64,64
Conqueror's Helm,1113,149,4,256,9536,64,64
Conqueror's Plate,1114,149,5,320,9536,64,64
Conqueror's Gauntlets,1115,149,6,384,9536,64,64
Conqueror's Legguards,1116,149,7,448,9536,64,64
Conqueror's Warboots,1117,149,8,512,9536,64,64
